categories,place_name,place_name_link,thumbnail_image,url_y,review_count,rating,review_talk_1,review_talk_2,review_talk_3,address,postcode,categories_all,reviews_combined,rev_cat_soup
Art Galleries,Skylark Galleries,https://www.tripadvisor.com/Attraction_Review-g186338-d7906135-Reviews-Skylark_Galleries-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/48/f2/c5/skylark-galleries.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d7906135-Reviews-Skylark_Galleries-London_England.html,5,4.5,,,,"56 Upper Ground | Studio 5, Gabriel’s Wharf, London SE1 9PP, England",SE1 9PP,art galleries,, art galleriesskylark galleries
Specialty Museums,The Goldsmiths Company,https://www.tripadvisor.com/Attraction_Review-g186338-d3236278-Reviews-The_Goldsmiths_Company-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/0d/60/fd/73/goldsmiths-hall-during.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3236278-Reviews-The_Goldsmiths_Company-London_England.html,5,4.5,,,,"Goldsmiths Hall 13 Foster Lane | Goldsmiths' Hall, London EC2V 6BN, England",EC2V 6BN,specialty museums,, specialty museumsthe goldsmiths company
Specialty Museums,Museum of Comedy,https://www.tripadvisor.com/Attraction_Review-g186338-d6697504-Reviews-Museum_of_Comedy-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/05/ff/27/f9/museum-of-comedy.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d6697504-Reviews-Museum_of_Comedy-London_England.html,28,3.5,,,,"St George's Church | Bloomsbury Way, London WC1A 2SR, England",WC1A 2SR,specialty museums,, specialty museumsmuseum of comedy
Art Galleries,Bold Tendencies,https://www.tripadvisor.com/Attraction_Review-g186338-d10594288-Reviews-Bold_Tendencies-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/0c/00/65/db/getlstd-property-photo.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10594288-Reviews-Bold_Tendencies-London_England.html,4,4.5,,,,"95A Rye Lane | Levels 7-10, London SE15 4ST, England",SE15 4ST,art galleries,, art galleriesbold tendencies
History Museums,British Optical Association Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d7845260-Reviews-British_Optical_Association_Museum-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/10/b1/1c/3f/glasses-modeled-on-nefertiti.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d7845260-Reviews-British_Optical_Association_Museum-London_England.html,4,5.0,“spectacles”,“curator”,“queen”,"41-42 Craven Street, London WC2N 5NG, England",WC2N 5NG,history museums,spectacles curator queen,spectacles curator queen history museumsbritish optical association museum
Art Galleries,Store Studios,https://www.tripadvisor.com/Attraction_Review-g186338-d12960287-Reviews-Store_Studios-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/10/ee/6c/06/susan-hiller.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12960287-Reviews-Store_Studios-London_England.html,3,5.0,,,,"180 Strand, London WC2R 1EA, England",WC2R 1EA,art galleries,, art galleriesstore studios
History Museums,Islington Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d2526149-Reviews-Islington_Museum-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/04/a0/db/74/view-of-the-exhibition.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d2526149-Reviews-Islington_Museum-London_England.html,10,4.0,,,,"245 St. John Street, London EC1V 4NB, England",EC1V 4NB,history museums,, history museumsislington museum
Art Galleries,Haunch of Venison,https://www.tripadvisor.com/Attraction_Review-g186338-d1011255-Reviews-Haunch_of_Venison-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/10/10/3f/88/haunch-of-venison.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d1011255-Reviews-Haunch_of_Venison-London_England.html,5,5.0,,,,"6 Haunch of Venison Yard, London W1K 5EU, England",W1K 5EU,art galleries,, art gallerieshaunch of venison
Specialty Museums,London New Cavendish Street,https://www.tripadvisor.com/Attraction_Review-g186338-d4217398-Reviews-London_New_Cavendish_Street-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/b6/81/2e/photo3jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d4217398-Reviews-London_New_Cavendish_Street-London_England.html,11,3.5,,,,"New Cavendish street, London, England",,specialty museums,, specialty museumslondon new cavendish street
Art Galleries,Zabludowicz Collection,https://www.tripadvisor.com/Attraction_Review-g186338-d12363774-Reviews-Zabludowicz_Collection-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/0f/27/42/53/zabludowicz-collection.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12363774-Reviews-Zabludowicz_Collection-London_England.html,3,5.0,,,,"176 Prince of Wales Road, London NW5 3PT, England",NW5 3PT,art galleries,, art gallerieszabludowicz collection
History Museums,Markfield Beam Engine Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d9858543-Reviews-Markfield_Beam_Engine_Museum-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/84/58/a3/museum-and-cafe.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d9858543-Reviews-Markfield_Beam_Engine_Museum-London_England.html,3,5.0,,,,"Markfield Road, London N15 4RB, England",N15 4RB,history museums,, history museumsmarkfield beam engine museum
Art Galleries,Hang-Up Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d3947844-Reviews-Hang_Up_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/9a/fe/c8/photo1jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3947844-Reviews-Hang_Up_Gallery-London_England.html,3,5.0,,,,"81 Stoke Newington Road | Stoke Newington, London N16 8AD, England",N16 8AD,art galleries,, art gallerieshang-up gallery
Art Galleries,Raven Row,https://www.tripadvisor.com/Attraction_Review-g186338-d7896382-Reviews-Raven_Row-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d7896382-Reviews-Raven_Row-London_England.html,4,4.5,,,,"56 Artillery Lane, London E1 7LS, England",E1 7LS,art galleries,, art galleriesraven row
Gift & Specialty Shops,Kensington Market,https://www.tripadvisor.com/Attraction_Review-g186338-d211841-Reviews-Kensington_Market-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/08/a4/d8/e3/kensington-market.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d211841-Reviews-Kensington_Market-London_England.html,10,4.0,,,,"Queensway | Bayswater, London, England",,gift & specialty shops,, gift & specialty shopskensington market
Art Galleries,Proud Galleries,https://www.tripadvisor.com/Attraction_Review-g186338-d13225772-Reviews-Proud_Galleries-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/12/31/a7/95/img-20180224-110951016.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d13225772-Reviews-Proud_Galleries-London_England.html,3,4.5,,,,"Flat 32 10 John Adam Street, London WC2N 6HA, England",WC2N 6HA,art galleries,, art galleriesproud galleries
Specialty Museums,The Horse Hospital,https://www.tripadvisor.com/Attraction_Review-g186338-d6561015-Reviews-The_Horse_Hospital-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/10/db/1b/28/the-horse-hospital.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d6561015-Reviews-The_Horse_Hospital-London_England.html,4,5.0,,,,"Colonnade | Bloomsbury, London WC1N 1JD, England",WC1N 1JD,specialty museums,, specialty museumsthe horse hospital
Art Galleries,Pump House Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d12810852-Reviews-Pump_House_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/10/4d/c0/f8/one-of-masks-exhibited.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12810852-Reviews-Pump_House_Gallery-London_England.html,3,4.5,,,,"Battersea Park, London SW11 4NJ, England",SW11 4NJ,art galleries,, art galleriespump house gallery
Art Museums,Pace Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d4226514-Reviews-Pace_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/14/a3/5f/photo0jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d4226514-Reviews-Pace_Gallery-London_England.html,8,4.0,,,,"6 Burlington Gardens | W1S 3ET, London W1S 3ET, England",W1S 3ET,art museums,, art museumspace gallery
Art Galleries,Photofusion,https://www.tripadvisor.com/Attraction_Review-g186338-d211717-Reviews-Photofusion-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/20/36/e3/photofusion.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d211717-Reviews-Photofusion-London_England.html,3,5.0,,,,"17A Electric Lane | Brixton, London SW9 8LA, England",SW9 8LA,art galleries,, art galleriesphotofusion
Art Museums,UCL Art Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d2068169-Reviews-UCL_Art_Museum-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/08/7b/b5/54/ucl-art-museum-re-launch.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d2068169-Reviews-UCL_Art_Museum-London_England.html,13,4.0,,,,"South Cloisters, Wilkins Building, University College London, Gower Street, London WC1E 6BT, England",WC1E 6BT,art museums,, art museumsucl art museum
Specialty Museums,Anaesthesia Heritage Centre,https://www.tripadvisor.com/Attraction_Review-g186338-d664214-Reviews-Anaesthesia_Heritage_Centre-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/01/ed/3f/26/anaesthesia-heritage.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d664214-Reviews-Anaesthesia_Heritage_Centre-London_England.html,10,4.0,,,,"21 Portland Place, London W1B 1PY, England",W1B 1PY,specialty museums,, specialty museumsanaesthesia heritage centre
History Museums,Society of Genealogists,https://www.tripadvisor.com/Attraction_Review-g186338-d9587750-Reviews-Society_of_Genealogists-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/ae/9b/51/in-central-london-four.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d9587750-Reviews-Society_of_Genealogists-London_England.html,3,4.5,,,,"Goswell Road 14 Charterhouse Buildings, London EC1M 7BA, England",EC1M 7BA,history museums,, history museumssociety of genealogists
Art Galleries,The Asylum Chapel,https://www.tripadvisor.com/Attraction_Review-g186338-d8468022-Reviews-The_Asylum_Chapel-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/a8/c4/99/caroline-gardens-chapel.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8468022-Reviews-The_Asylum_Chapel-London_England.html,6,4.0,,,,"Caroline Gardens , Asylum Road, London SE15 2SQ, England",SE15 2SQ,art galleries,, art galleriesthe asylum chapel
Specialty Museums,Dairy Art Centre,https://www.tripadvisor.com/Attraction_Review-g186338-d4324167-Reviews-Dairy_Art_Centre-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d4324167-Reviews-Dairy_Art_Centre-London_England.html,4,5.0,,,,"7A Wakefield Street | Bloomsbury, London WC1N 1PG, England",WC1N 1PG,specialty museums,, specialty museumsdairy art centre
Specialty Museums,Clowns' Gallery & Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d10117320-Reviews-Clowns_Gallery_Museum-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/bc/18/e5/our-volunteers-inside.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10117320-Reviews-Clowns_Gallery_Museum-London_England.html,3,4.5,,,,"2 Cumberland Close | Back Entrance of Holy Trinity Church, London E8 3TF, England",E8 3TF,specialty museums,, specialty museumsclowns' gallery & museum
Art Galleries,Curious Duke Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d8630868-Reviews-Curious_Duke_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/11/ea/54/a6/art-gallery-opening-day.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8630868-Reviews-Curious_Duke_Gallery-London_England.html,3,4.5,,,,"173 Whitecross Street, London EC1Y 8JT, England",EC1Y 8JT,art galleries,, art galleriescurious duke gallery
Art Galleries,Abbott & Holder,https://www.tripadvisor.com/Attraction_Review-g186338-d188853-Reviews-Abbott_Holder-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/10/6f/53/0e/london-abbott-holder.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d188853-Reviews-Abbott_Holder-London_England.html,5,5.0,,,,"30 Museum Street, London WC1A 1LH, England",WC1A 1LH,art galleries,, art galleriesabbott & holder
History Museums,The Jozef Pilsudski Institute,https://www.tripadvisor.com/Attraction_Review-g186338-d10200952-Reviews-The_Jozef_Pilsudski_Institute-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/fc/a7/f9/pilsudski-institute.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10200952-Reviews-The_Jozef_Pilsudski_Institute-London_England.html,3,4.5,,,,"238-246 King Street, London W6 0RF, England",W6 0RF,history museums,, history museumsthe jozef pilsudski institute
Art Galleries,Viewfinder Photography Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d1728063-Reviews-Viewfinder_Photography_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/01/72/fe/c5/viewfinder-photography.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d1728063-Reviews-Viewfinder_Photography_Gallery-London_England.html,5,4.5,,,,"Peyton Place | Greenwich, London SE10 9BL, England",SE10 9BL,art galleries,, art galleriesviewfinder photography gallery
Art Galleries,Zuleika Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d13546217-Reviews-Zuleika_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d13546217-Reviews-Zuleika_Gallery-London_England.html,2,5.0,,,,"Riverwide House 6 Masons Yard, London SW1Y 6BU, England",SW1Y 6BU,art galleries,, art gallerieszuleika gallery
Art Galleries,Marlborough Contemporary,https://www.tripadvisor.com/Attraction_Review-g186338-d13236244-Reviews-Marlborough_Contemporary-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/12/7d/5d/99/hughie-o-donoghue.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d13236244-Reviews-Marlborough_Contemporary-London_England.html,2,5.0,,,,"6 Albemarle Street, London W1S 4BY, England",W1S 4BY,art galleries,, art galleriesmarlborough contemporary
Art Galleries,Curwen Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d554249-Reviews-Curwen_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d554249-Reviews-Curwen_Gallery-London_England.html,3,5.0,,,,"4 Windmill St., W1, London, England",,art galleries,, art galleriescurwen gallery
Art Galleries,Not the Royal Academy,https://www.tripadvisor.com/Attraction_Review-g186338-d188715-Reviews-Not_the_Royal_Academy-London_England.html,https://media-cdn.tripadvisor.com/media/photo-o/08/b2/6b/44/photo1jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d188715-Reviews-Not_the_Royal_Academy-London_England.html,5,4.0,,,,"Llewellyn Alexander Gallery | The Cut, London SE1, England",SE1,art galleries,, art galleriesnot the royal academy
Art Galleries,Nunnery Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d12988799-Reviews-Nunnery_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/11/50/30/4c/nunnery-gallery-the-working.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12988799-Reviews-Nunnery_Gallery-London_England.html,3,4.5,,,,"183 Bow Road, London E3 2SJ, England",E3 2SJ,art galleries,, art galleriesnunnery gallery
Art Galleries,The Montage,https://www.tripadvisor.com/Attraction_Review-g186338-d8415981-Reviews-The_Montage-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d8415981-Reviews-The_Montage-London_England.html,3,4.5,,,,"33 Dartmouth Road, London SE23 3HN, England",SE23 3HN,art galleries,, art galleriesthe montage
Art Galleries,Gallery Fumi,https://www.tripadvisor.com/Attraction_Review-g186338-d12509663-Reviews-Gallery_Fumi-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/11/27/39/39/groundfloor-gallery-space.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12509663-Reviews-Gallery_Fumi-London_England.html,2,5.0,,,,"2 Hay Hill | Mayfair, London W1J 6AS, England",W1J 6AS,art galleries,, art galleriesgallery fumi
Art Galleries,Print Club London,https://www.tripadvisor.com/Attraction_Review-g186338-d7729319-Reviews-Print_Club_London-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d7729319-Reviews-Print_Club_London-London_England.html,4,4.5,,,,"10-28 Millers Avenue | Unit 3, London E8 2DS, England",E8 2DS,art galleries,, art galleriesprint club london
Art Galleries,The Mosaic Rooms,https://www.tripadvisor.com/Attraction_Review-g186338-d3387103-Reviews-The_Mosaic_Rooms-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/06/c5/bd/17/the-mosaic-rooms.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3387103-Reviews-The_Mosaic_Rooms-London_England.html,4,4.5,,,,"Tower House 226 Cromwell Road, London SW5 0SW, England",SW5 0SW,art galleries,, art galleriesthe mosaic rooms
History Museums,Hampstead Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d211897-Reviews-Hampstead_Museum-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/01/80/2a/af/the-hampstead-museum.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d211897-Reviews-Hampstead_Museum-London_England.html,4,4.5,,,,"Burgh House New End Square | New End Square, London NW3 1LT, England",NW3 1LT,history museums,, history museumshampstead museum
Science Museums,UCL Geology Collections,https://www.tripadvisor.com/Attraction_Review-g186338-d3780944-Reviews-UCL_Geology_Collections-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/03/51/c1/7b/getlstd-property-photo.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3780944-Reviews-UCL_Geology_Collections-London_England.html,4,4.5,,,,"Gower Street | Room 4, 1st floor corridor, South Wing, University College London, London WC1E 6BT, England",WC1E 6BT,science museums,, science museumsucl geology collections
Art Galleries,James Freeman Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d10429364-Reviews-James_Freeman_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d10429364-Reviews-James_Freeman_Gallery-London_England.html,2,5.0,,,,"354 Upper Street, London N1 0PD, England",N1 0PD,art galleries,, art galleriesjames freeman gallery
Specialty Museums,"65 Queen's Gate, Baden-Powell House",https://www.tripadvisor.com/Attraction_Review-g186338-d211753-Reviews-65_Queen_s_Gate_Baden_Powell_House-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/02/6c/8e/b6/filename-baden-powell.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d211753-Reviews-65_Queen_s_Gate_Baden_Powell_House-London_England.html,43,3.0,,,,"65-67 Queen's Gate, London SW7 5JS, England",SW7 5JS,specialty museums,," specialty museums65 queen's gate, baden-powell house"
Specialty Museums,London Natsume Soseki Memorial Hall,https://www.tripadvisor.com/Attraction_Review-g186338-d7898352-Reviews-London_Natsume_Soseki_Memorial_Hall-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/0c/86/ab/ce/natsume-s-signature-in.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d7898352-Reviews-London_Natsume_Soseki_Memorial_Hall-London_England.html,3,4.5,,,,"80B The Chase | The Chase, London SW4 0NG, England",SW4 0NG,specialty museums,, specialty museumslondon natsume soseki memorial hall
Art Galleries,Gagliardi Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d1973807-Reviews-Gagliardi_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d1973807-Reviews-Gagliardi_Gallery-London_England.html,3,4.5,,,,"509 Kings Road, London SW10 0TX, England",SW10 0TX,art galleries,, art galleriesgagliardi gallery
Art Museums,Gilbert Collection,https://www.tripadvisor.com/Attraction_Review-g186338-d214610-Reviews-Gilbert_Collection-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d214610-Reviews-Gilbert_Collection-London_England.html,3,5.0,,,,"Somerset House Strand | Strand, London WC2R 1LA, England",WC2R 1LA,art museums,, art museumsgilbert collection
Art Galleries,David Roberts Art Foundation,https://www.tripadvisor.com/Attraction_Review-g186338-d12725278-Reviews-David_Roberts_Art_Foundation-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/10/97/46/91/exterior.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12725278-Reviews-David_Roberts_Art_Foundation-London_England.html,2,4.5,,,,"37 Camden High Street | Symes Mews, London NW1 7JE, England",NW1 7JE,art galleries,, art galleriesdavid roberts art foundation
Specialty Museums,Italian Cultural Institute,https://www.tripadvisor.com/Attraction_Review-g186338-d548789-Reviews-Italian_Cultural_Institute-London_England.html,https://media-cdn.tripadvisor.com/media/daodao/photo-f/01/e3/54/c2/imgp6952.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d548789-Reviews-Italian_Cultural_Institute-London_England.html,10,4.0,,,,"39 Belgrave Square, London SW1X 8NX, England",SW1X 8NX,specialty museums,, specialty museumsitalian cultural institute
Art Galleries,Rowley Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d11561040-Reviews-Rowley_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d11561040-Reviews-Rowley_Gallery-London_England.html,2,4.5,,,,"115 Kensington Church Street | Just south of Notting Hill Gate Tube Stop, London W8 7LN, England",W8 7LN,art galleries,, art galleriesrowley gallery
Art Galleries,Lisson Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d188861-Reviews-Lisson_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/e4/e1/4c/ai-weiwei.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d188861-Reviews-Lisson_Gallery-London_England.html,5,4.0,,,,"52-54 Bell Street, London NW1 5BU, England",NW1 5BU,art galleries,, art gallerieslisson gallery
Art Museums,Percival David Foundation of Chinese Art,https://www.tripadvisor.com/Attraction_Review-g186338-d214621-Reviews-Percival_David_Foundation_of_Chinese_Art-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d214621-Reviews-Percival_David_Foundation_of_Chinese_Art-London_England.html,2,5.0,,,,"53 Gordon Square | Great Russel Street, London WC1H 0PD, England",WC1H 0PD,art museums,, art museumspercival david foundation of chinese art
Art Galleries,Laure Genillard,https://www.tripadvisor.com/Attraction_Review-g186338-d188952-Reviews-Laure_Genillard-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d188952-Reviews-Laure_Genillard-London_England.html,2,5.0,,,,"2 Hanway Place, London W1T 1HB, England",W1T 1HB,art galleries,, art gallerieslaure genillard
Art Galleries,Turner Art Prize Exposition,https://www.tripadvisor.com/Attraction_Review-g186338-d548733-Reviews-Turner_Art_Prize_Exposition-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d548733-Reviews-Turner_Art_Prize_Exposition-London_England.html,4,4.0,,,,"Millbank | Tate Britain, London SW1P 4RG, England",SW1P 4RG,art galleries,, art galleriesturner art prize exposition
Art Galleries,Jimmy Cauty's Model Village,https://www.tripadvisor.com/Attraction_Review-g186338-d8853853-Reviews-Jimmy_Cauty_s_Model_Village-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/09/a9/7d/32/jimmy-cauty-s-model-village.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8853853-Reviews-Jimmy_Cauty_s_Model_Village-London_England.html,2,4.5,,,,"America Street, London SE1 0NJ, England",SE1 0NJ,art galleries,, art galleriesjimmy cauty's model village
Specialty Museums,The Depot,https://www.tripadvisor.com/Attraction_Review-g186338-d187668-Reviews-The_Depot-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d187668-Reviews-The_Depot-London_England.html,2,4.5,,,,"Gunnersbury Ln. | Acton Town, London, England",,specialty museums,, specialty museumsthe depot
Art Galleries,Art Work Space,https://www.tripadvisor.com/Attraction_Review-g186338-d1642644-Reviews-Art_Work_Space-London_England.html,https://media-cdn.tripadvisor.com/media/photo-o/01/65/9c/07/art-work-space-gallery.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d1642644-Reviews-Art_Work_Space-London_England.html,2,4.5,,,,"Floor The Lower Ground Hempel 67 Shepherds Bush Road | 31-35 Craven Hill Gardens, London W6 7LS, England",W6 7LS,art galleries,, art galleriesart work space
Art Galleries,Galerie Thaddaeus Ropac,https://www.tripadvisor.com/Attraction_Review-g186338-d13630791-Reviews-Galerie_Thaddaeus_Ropac-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/12/8c/8d/a6/sturtevant.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d13630791-Reviews-Galerie_Thaddaeus_Ropac-London_England.html,1,5.0,,,,"37 Dover Street | Ely House, London W1S 4NJ, England",W1S 4NJ,art galleries,, art galleriesgalerie thaddaeus ropac
Specialty Museums,Sh! Women's Emporium,https://www.tripadvisor.com/Attraction_Review-g186338-d13838883-Reviews-Sh_Women_s_Emporium-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/12/67/6a/b7/sh-is-entered-via-the.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d13838883-Reviews-Sh_Women_s_Emporium-London_England.html,1,5.0,,,,"35 Pitfield Street | Enter through the coffee shop, London N1 6HB, England",N1 6HB,specialty museums,, specialty museumssh! women's emporium
Art Galleries,Movie Poster Art Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d548800-Reviews-Movie_Poster_Art_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d548800-Reviews-Movie_Poster_Art_Gallery-London_England.html,1,5.0,,,,"16 Newman Street, London W1T 1PA, England",W1T 1PA,art galleries,, art galleriesmovie poster art gallery
Art Galleries,Redfern Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d13353345-Reviews-Redfern_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d13353345-Reviews-Redfern_Gallery-London_England.html,1,5.0,,,,"20 Cork Street, London W1S 3HL, England",W1S 3HL,art galleries,, art galleriesredfern gallery
Art Galleries,The Noble Sage Art Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d1791040-Reviews-The_Noble_Sage_Art_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d1791040-Reviews-The_Noble_Sage_Art_Gallery-London_England.html,1,5.0,,,,"2A Fortis Green | East Finchley, London N2 9EL, England",N2 9EL,art galleries,, art galleriesthe noble sage art gallery
Art Galleries,Roman Black Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d211733-Reviews-Roman_Black_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d211733-Reviews-Roman_Black_Gallery-London_England.html,1,5.0,,,,"602 Fulham Road | Fulham, London SW6 5PA, England",SW6 5PA,art galleries,, art galleriesroman black gallery
Art Galleries,Agnew's,https://www.tripadvisor.com/Attraction_Review-g186338-d188855-Reviews-Agnew_s-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d188855-Reviews-Agnew_s-London_England.html,1,5.0,,,,"43 Old Bond Street, London W1S 4QT, England",W1S 4QT,art galleries,, art galleriesagnew's
Art Galleries,Capital Art Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d13293729-Reviews-Capital_Art_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d13293729-Reviews-Capital_Art_Gallery-London_England.html,1,5.0,,,,"Well Hall Road | 13 Well Hall Parade, London SE9 6SP, England",SE9 6SP,art galleries,, art galleriescapital art gallery
