name,name_link,review_count_link,cuisines_block_x,cuisines_categories,cuisines_categories_link,reviews,url_y,rating,cuisines_block,price_group,review_count,review_talk_1,review_talk_2,review_talk_3,address,postcode,thumbnail,thumbnail_alt_x,thumbnail_alt_y,categories,reviews_combined,rev_cat_soup
Rangrez,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d730732-Reviews-Rangrez-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d730732-Reviews-Rangrez-London_England.html#REVIEWS,££ - £££ Indian Asian Vegetarian Friendly Vegan Options Gluten Free Options,Indian; Asian; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c24-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c3-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,"Excellent Indian Punjabi Food; Quick, tasty, and handy for the Apollo",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d730732-Reviews-Rangrez-London_England.html,4.5,"Search available times for this restaurant; Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,585,“dal makhani”,“lamb rogan josh”,“crispy corn”,"32 Fulham Palace Road, London W6 9PH, England",W6 9PH,https://media-cdn.tripadvisor.com/media/photo-w/08/b5/02/0f/rangrez.jpg,,,indian asian vegetarianfriendly veganoptions glutenfreeoptions,Excellent Indian Punjabi Food Quick tasty and handy for the Apollo dal makhani lamb rogan josh crispy corn,Excellent Indian Punjabi Food Quick tasty and handy for the Apollo dal makhani lamb rogan josh crispy corn indian asian vegetarianfriendly veganoptions glutenfreeoptions
Burger and Lobster - Oxford Circus,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6694344-Reviews-Burger_and_Lobster_Oxford_Circus-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6694344-Reviews-Burger_and_Lobster_Oxford_Circus-London_England.html#REVIEWS,££ - £££ American Seafood,American; Seafood,https://www.tripadvisor.co.uk/Restaurants-g186338-c2-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c33-London_England.html,Good food but not up to the hype; Great Food!,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6694344-Reviews-Burger_and_Lobster_Oxford_Circus-London_England.html,4.5,"American, Seafood",$$ - $$$,891,“lobster roll”,“burger”,“fries”,"6 Little Portland Street, London W1W 7JE, England",W1W 7JE,https://media-cdn.tripadvisor.com/media/photo-w/12/b5/77/4e/combo.jpg,,,american seafood,Good food but not up to the hype Great Food lobster roll burger fries,Good food but not up to the hype Great Food lobster roll burger fries american seafood
Vasco & Piero's Pavilion Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2000082-Reviews-Vasco_Piero_s_Pavilion_Restaurant-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2000082-Reviews-Vasco_Piero_s_Pavilion_Restaurant-London_England.html#REVIEWS,££ - £££ Italian European Vegetarian Friendly Gluten Free Options,Italian; European; Vegetarian Friendly; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c26-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Good dinner for friends visiting from LA; An Old Friend and still excellent...,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2000082-Reviews-Vasco_Piero_s_Pavilion_Restaurant-London_England.html,4.5,"Search available times for this restaurant; Italian, European, Vegetarian Friendly, Gluten Free Options",$$ - $$$,340,“pasta”,“calves liver”,“spaghettini”,"15 Poland Street, London W1F 8QE, England",W1F 8QE,https://media-cdn.tripadvisor.com/media/photo-w/11/59/0b/ea/fresh-pasta.jpg,,,italian european vegetarianfriendly glutenfreeoptions,Good dinner for friends visiting from LA An Old Friend and still excellent pasta calves liver spaghettini,Good dinner for friends visiting from LA An Old Friend and still excellent pasta calves liver spaghettini italian european vegetarianfriendly glutenfreeoptions
Sri Suwoon,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1059594-Reviews-Sri_Suwoon-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1059594-Reviews-Sri_Suwoon-London_England.html#REVIEWS,££ - £££ Asian Thai Vegetarian Friendly Vegan Options Gluten Free Options,Asian; Thai; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c3-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c39-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Great Thai and great service; Kids and dad needed to relive their time i...,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1059594-Reviews-Sri_Suwoon-London_England.html,4.5,"Search available times for this restaurant; Asian, Thai, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,275,“thai food”,“chilli squid”,“massaman curry”,"44 Hugh Street | Victoria, London SW1V 4EP, England",SW1V 4EP,https://media-cdn.tripadvisor.com/media/photo-s/11/d4/1a/f1/photo2jpg.jpg,,,asian thai vegetarianfriendly veganoptions glutenfreeoptions,Great Thai and great service Kids and dad needed to relive their time i thai food chilli squid massaman curry,Great Thai and great service Kids and dad needed to relive their time i thai food chilli squid massaman curry asian thai vegetarianfriendly veganoptions glutenfreeoptions
La Petite Maison,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1605079-Reviews-La_Petite_Maison-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1605079-Reviews-La_Petite_Maison-London_England.html#REVIEWS,££££ French Vegetarian Friendly Vegan Options Gluten Free Options,French; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c20-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Consistent and great; Great atmosphere and amazing food,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1605079-Reviews-La_Petite_Maison-London_England.html,4.5,"French, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$$$,727,“burrata”,“veal chop”,“french toast”,"54 Brook's Mews | Mayfair, London W1K 4EG, England",W1K 4EG,https://media-cdn.tripadvisor.com/media/photo-s/10/f5/f1/0c/photo6jpg.jpg,,,french vegetarianfriendly veganoptions glutenfreeoptions,Consistent and great Great atmosphere and amazing food burrata veal chop french toast,Consistent and great Great atmosphere and amazing food burrata veal chop french toast french vegetarianfriendly veganoptions glutenfreeoptions
Italina London,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2628404-Reviews-Italina_London-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2628404-Reviews-Italina_London-London_England.html#REVIEWS,££ - £££ Italian Pizza Mediterranean European Vegetarian Friendly Vegan Options Gluten Free Options,Italian; Pizza; Mediterranean; European; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c26-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c31-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Nice place; Fantastic,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2628404-Reviews-Italina_London-London_England.html,4.5,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options; ""Pizza here is delicious.""; ""A prawn starter to die for, and pasta done to perfection""; ""Homemade Tiramisu' is a must!""",$$ - $$$,251,“pizza”,“seafood risotto”,“fritto misto”,"385 Cambridge Heath Road | Bethnal Green, London E2 9RA, England",E2 9RA,,,,italian pizza mediterranean european vegetarianfriendly veganoptions glutenfreeoptions,Nice place Fantastic pizza seafood risotto fritto misto,Nice place Fantastic pizza seafood risotto fritto misto italian pizza mediterranean european vegetarianfriendly veganoptions glutenfreeoptions
Ottolenghi - Notting Hill,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d731659-Reviews-Ottolenghi_Notting_Hill-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d731659-Reviews-Ottolenghi_Notting_Hill-London_England.html#REVIEWS,££ - £££ Cafe Vegetarian Friendly Vegan Options Gluten Free Options,Cafe; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c8-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Wonderful place. Save room for dessert; Better than NOPA,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d731659-Reviews-Ottolenghi_Notting_Hill-London_England.html,4.5,"Cafe, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,342,“cakes”,“salad”,“quiche”,"63 Ledbury Road, London W11 2AD, England",W11 2AD,https://media-cdn.tripadvisor.com/media/photo-s/12/2b/1f/ff/ottolenghi-notting-hill.jpg,,,cafe vegetarianfriendly veganoptions glutenfreeoptions,Wonderful place Save room for dessert Better than NOPA cakes salad quiche,Wonderful place Save room for dessert Better than NOPA cakes salad quiche cafe vegetarianfriendly veganoptions glutenfreeoptions
Rabbit,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7222459-Reviews-Rabbit-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7222459-Reviews-Rabbit-London_England.html#REVIEWS,££ - £££ British Vegetarian Friendly Vegan Options Gluten Free Options,British; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Great tasting menu; A great dinner,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7222459-Reviews-Rabbit-London_England.html,4.5,"British, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,426,“english tapas”,“labneh”,“chorizo”,"172 Kings Road | Chelsea, London, London SW3 4UP, England",SW3 4UP,https://media-cdn.tripadvisor.com/media/photo-w/11/77/c1/49/cocktails.jpg,,,british vegetarianfriendly veganoptions glutenfreeoptions,Great tasting menu A great dinner english tapas labneh chorizo,Great tasting menu A great dinner english tapas labneh chorizo british vegetarianfriendly veganoptions glutenfreeoptions
Seafresh Fish Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d720518-Reviews-Seafresh_Fish_Restaurant-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d720518-Reviews-Seafresh_Fish_Restaurant-London_England.html#REVIEWS,££ - £££ Mediterranean Seafood British Soups Grill Gluten Free Options,Mediterranean; Seafood; British; Soups; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c33-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c34-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Absolutely amazing !; The best seafood restaurant in London!!,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d720518-Reviews-Seafresh_Fish_Restaurant-London_England.html,4.5,"Mediterranean, Seafood, British, Soups, Grill, Gluten Free Options",$$ - $$$,736,“fish chips”,“skate wing”,“calamari”,"80-81 Wilton Road | Victoria, London, London SW1V 1DL, England",SW1V 1DL,https://media-cdn.tripadvisor.com/media/photo-s/12/d9/4d/d5/seafresh.jpg,,,mediterranean seafood british soups glutenfreeoptions,Absolutely amazing  The best seafood restaurant in London fish chips skate wing calamari,Absolutely amazing  The best seafood restaurant in London fish chips skate wing calamari mediterranean seafood british soups glutenfreeoptions
Sumak Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7079968-Reviews-Sumak_Restaurant-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7079968-Reviews-Sumak_Restaurant-London_England.html#REVIEWS,££ - £££ Mediterranean European Turkish Middle Eastern Vegetarian Friendly Vegan Options Halal Gluten Free Options,Mediterranean; European; Turkish; Middle Eastern; Vegetarian Friendly; Vegan Options; Halal; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10663-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c30-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10751-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,"Great Food, staff and restaurant; not many places like this one",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7079968-Reviews-Sumak_Restaurant-London_England.html,4.5,"Mediterranean, European, Turkish, Middle Eastern, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",$$ - $$$,156,“bread”,“salad”,“adana kebab”,"139-141 Tottenham Lane | Crouch End, London N8 9BJ, England",N8 9BJ,https://media-cdn.tripadvisor.com/media/photo-w/0f/96/0e/b2/photo0jpg.jpg,,,mediterranean european turkish middleeastern vegetarianfriendly veganoptions halal glutenfreeoptions,Great Food staff and restaurant not many places like this one bread salad adana kebab,Great Food staff and restaurant not many places like this one bread salad adana kebab mediterranean european turkish middleeastern vegetarianfriendly veganoptions halal glutenfreeoptions
Prima Sapori d' Italia,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3532997-Reviews-Prima_Sapori_d_Italia-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3532997-Reviews-Prima_Sapori_d_Italia-London_England.html#REVIEWS,££ - £££ Italian Vegetarian Friendly Vegan Options,Italian; Vegetarian Friendly; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c26-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,Pizza is amazing; Authentic Itialian in London,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3532997-Reviews-Prima_Sapori_d_Italia-London_England.html,4.5,"Italian, Vegetarian Friendly, Vegan Options",$$ - $$$,288,“pizza”,“paninis”,“ravioli”,"1-13 Tavistock Street | Jubilee Market Hall, London WC2E 7PS, England",WC2E 7PS,https://media-cdn.tripadvisor.com/media/photo-s/12/76/e1/7f/photo0jpg.jpg,,,italian vegetarianfriendly veganoptions,Pizza is amazing Authentic Itialian in London pizza paninis ravioli,Pizza is amazing Authentic Itialian in London pizza paninis ravioli italian vegetarianfriendly veganoptions
I Love Nata,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8440082-Reviews-I_Love_Nata-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8440082-Reviews-I_Love_Nata-London_England.html#REVIEWS,£ Cafe Portuguese European,Cafe; Portuguese; European,https://www.tripadvisor.co.uk/Restaurants-g186338-c8-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10680-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html,Amazing Fresh Delicious Nata Tarts!!!; Flaky delicious pastry,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8440082-Reviews-I_Love_Nata-London_England.html,4.5,"Cafe, Portuguese, European",$,104,“tarts”,“pastel de nata”,“covent garden”,"61 Endell Street | Covent Garden, London WC2H 9AJ, England",WC2H 9AJ,https://media-cdn.tripadvisor.com/media/photo-w/11/a5/b1/98/nata-display.jpg,,,cafe portuguese european,Amazing Fresh Delicious Nata Tarts Flaky delicious pastry tarts pastel de nata covent garden,Amazing Fresh Delicious Nata Tarts Flaky delicious pastry tarts pastel de nata covent garden cafe portuguese european
Carob Tree Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1500418-Reviews-Carob_Tree_Restaurant-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1500418-Reviews-Carob_Tree_Restaurant-London_England.html#REVIEWS,££ - £££ Seafood Mediterranean European Greek Vegetarian Friendly Gluten Free Options Vegan Options,Seafood; Mediterranean; European; Greek; Vegetarian Friendly; Gluten Free Options; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c33-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c23-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,Greek local good after change in managemen...; Guaranteed a great meal. Everytime.,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1500418-Reviews-Carob_Tree_Restaurant-London_England.html,4.5,"Seafood, Mediterranean, European, Greek, Vegetarian Friendly, Gluten Free Options, Vegan Options",$$ - $$$,266,“greek salad”,“fresh fish”,“baklava”,"Corner of Swains Lane 15 Highgate Road | Kentish Town, London NW5 1QX, England",NW5 1QX,https://media-cdn.tripadvisor.com/media/photo-w/10/c8/c5/51/carob-tree-night-from.jpg,,,seafood mediterranean european greek vegetarianfriendly glutenfreeoptions veganoptions,Greek local good after change in managemen Guaranteed a great meal Everytime greek salad fresh fish baklava,Greek local good after change in managemen Guaranteed a great meal Everytime greek salad fresh fish baklava seafood mediterranean european greek vegetarianfriendly glutenfreeoptions veganoptions
Whole Foods Market,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1792884-Reviews-Whole_Foods_Market-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1792884-Reviews-Whole_Foods_Market-London_England.html#REVIEWS,££ - £££ Chinese Asian Healthy Vegetarian Friendly Vegan Options Gluten Free Options,Chinese; Asian; Healthy; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c11-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c3-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10679-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Fun experience!; Fun place,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1792884-Reviews-Whole_Foods_Market-London_England.html,4.5,"Chinese, Asian, Healthy, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,886,“sushi”,“bread”,“nut butter”,"Building The Barkers 63 Kensington High Street | 63-97 Kensington High Street, London W8 5SE, England",W8 5SE,https://media-cdn.tripadvisor.com/media/photo-s/12/bd/d3/ee/photo5jpg.jpg,,,chinese asian healthy vegetarianfriendly veganoptions glutenfreeoptions,Fun experience Fun place sushi bread nut butter,Fun experience Fun place sushi bread nut butter chinese asian healthy vegetarianfriendly veganoptions glutenfreeoptions
Kolam South Indian Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2108741-Reviews-Kolam_South_Indian_Restaurant-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2108741-Reviews-Kolam_South_Indian_Restaurant-London_England.html#REVIEWS,££ - £££ Indian Asian Vegan Options,Indian; Asian; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c24-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c3-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,"Favourite restaurant; Exceptional South Indian food. Genuine, fr...",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2108741-Reviews-Kolam_South_Indian_Restaurant-London_England.html,4.5,"Indian, Asian, Vegan Options",$$ - $$$,91,“masala dosai”,“curry”,“fried lamb”,"60 Upper Tooting Road | Tooting, London SW17 7PB, England",SW17 7PB,https://media-cdn.tripadvisor.com/media/photo-o/06/17/5e/b2/kolam-restaurant.jpg,,,indian asian veganoptions,Favourite restaurant Exceptional South Indian food Genuine fr masala dosai curry fried lamb,Favourite restaurant Exceptional South Indian food Genuine fr masala dosai curry fried lamb indian asian veganoptions
Koshari Street,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4358655-Reviews-Koshari_Street-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4358655-Reviews-Koshari_Street-London_England.html#REVIEWS,£ Fast food Mediterranean Middle Eastern Egyptian Healthy Vegetarian Friendly Vegan Options Halal,Fast food; Mediterranean; Middle Eastern; Healthy; Vegetarian Friendly; Vegan Options; Halal,https://www.tripadvisor.co.uk/Restaurants-g186338-c10646-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c30-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10679-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10751-London_England.html,Delicious; Authentic flavour of Egypt,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4358655-Reviews-Koshari_Street-London_England.html,4.5,"Fast Food, Mediterranean, Middle Eastern, Egyptian, Healthy, Vegetarian Friendly, Vegan Options, Halal",$,265,“fried onions”,“pasta”,“macaroni”,"56 St. Martin's Lane | Leicester Square, London WC2N 4EA, England",WC2N 4EA,https://media-cdn.tripadvisor.com/media/photo-s/04/14/f8/cb/koshari-street.jpg,,,fastfood mediterranean middleeastern healthy vegetarianfriendly veganoptions halal,Delicious Authentic flavour of Egypt fried onions pasta macaroni,Delicious Authentic flavour of Egypt fried onions pasta macaroni fastfood mediterranean middleeastern healthy vegetarianfriendly veganoptions halal
Archipelago,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d733530-Reviews-Archipelago-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d733530-Reviews-Archipelago-London_England.html#REVIEWS,££ - £££ International Fusion Vegetarian Friendly Gluten Free Options,International; Fusion; Vegetarian Friendly; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c22-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c17-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,what a great restaurant; 12:00 booking for Rochelle,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d733530-Reviews-Archipelago-London_England.html,4.5,"International, Fusion, Vegetarian Friendly, Gluten Free Options",$$ - $$$,485,“meal worms”,“carpaccio”,“ostrich steak”,"53 Cleveland Street | Fitzrovia, London W1T 4JJ, England",W1T 4JJ,https://media-cdn.tripadvisor.com/media/photo-w/08/ab/d6/01/archipelago.jpg,,,international fusion vegetarianfriendly glutenfreeoptions,what a great restaurant 12:00 booking for Rochelle meal worms carpaccio ostrich steak,what a great restaurant 12:00 booking for Rochelle meal worms carpaccio ostrich steak international fusion vegetarianfriendly glutenfreeoptions
L'Atelier des Chefs,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1389545-Reviews-L_Atelier_des_Chefs-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1389545-Reviews-L_Atelier_des_Chefs-London_England.html#REVIEWS,££ - £££ British French Moroccan International Mediterranean Thai Vegetarian Friendly Gluten Free Options,British; French; Moroccan; International; Mediterranean; Thai; Vegetarian Friendly; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c20-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10633-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c22-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c39-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Chicken Pad Thai; Great Experience!,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1389545-Reviews-L_Atelier_des_Chefs-London_England.html,4.5,"British, French, Moroccan, International, Mediterranean, Thai, Vegetarian Friendly, Gluten Free Options",$$ - $$$,254,“macaroons”,“soda bread”,“pastry”,"19 Wigmore Street, London W1U 1PH, England",W1U 1PH,https://media-cdn.tripadvisor.com/media/photo-s/12/70/f6/73/cooked-rump-steak.jpg,,,british french moroccan international mediterranean thai vegetarianfriendly glutenfreeoptions,Chicken Pad Thai Great Experience macaroons soda bread pastry,Chicken Pad Thai Great Experience macaroons soda bread pastry british french moroccan international mediterranean thai vegetarianfriendly glutenfreeoptions
